Date,Exchange rate
2023-09-04,1.07913
2023-09-05,1.07244
2023-09-06,1.07238
2023-09-07,1.06973
2023-09-08,1.06974
2023-09-10,1.07162
2023-09-11,1.07476
2023-09-12,1.07531
2023-09-13,1.07327
2023-09-14,1.0635
2023-09-15,1.06576
2023-09-17,1.06679
2023-09-18,1.06919
2023-09-19,1.06813
2023-09-20,1.06498
2023-09-21,1.06603
2023-09-22,1.06419
2023-09-24,1.06482
2023-09-25,1.05912
2023-09-26,1.05691
2023-09-27,1.05052
2023-09-28,1.05621
2023-09-29,1.05694
2023-10-01,1.0564
2023-10-02,1.04798
2023-10-03,1.04686
2023-10-04,1.05069
2023-10-05,1.05462
2023-10-06,1.05828
2023-10-08,1.05661
2023-10-09,1.05786
2023-10-10,1.06042
2023-10-11,1.06234
2023-10-12,1.05355
2023-10-13,1.05073
2023-10-15,1.0522
2023-10-16,1.05543
2023-10-17,1.05727
2023-10-18,1.05379
2023-10-19,1.05863
2023-10-20,1.05927
2023-10-22,1.05896
2023-10-23,1.06698
2023-10-24,1.05949
2023-10-25,1.05661
2023-10-26,1.05638
2023-10-27,1.05605
2023-10-29,1.05618
2023-10-30,1.06138
2023-10-31,1.0578
2023-11-01,1.05866
2023-11-02,1.06155
2023-11-03,1.07295
2023-11-05,1.07313
2023-11-06,1.07182
2023-11-07,1.06956
2023-11-08,1.07112
2023-11-09,1.06669
2023-11-10,1.06848
2023-11-12,1.06905
2023-11-13,1.07012
2023-11-14,1.08777
2023-11-15,1.08541
2023-11-16,1.08529
2023-11-17,1.09138
2023-11-19,1.09055
2023-11-20,1.09446
2023-11-21,1.09169
2023-11-22,1.08878
2023-11-23,1.09038
2023-11-24,1.09341
2023-11-26,1.09396
2023-11-27,1.09589
2023-11-28,1.10039
2023-11-29,1.09732
2023-11-30,1.08916
2023-12-01,1.08788
2023-12-03,1.08857
2023-12-04,1.08373
2023-12-05,1.07932
2023-12-06,1.07661
2023-12-07,1.07895
2023-12-08,1.07592
2023-12-10,1.07651
2023-12-11,1.07653
2023-12-12,1.07982
2023-12-13,1.08825
2023-12-14,1.09932
2023-12-15,1.08922
2023-12-17,1.08948
2023-12-18,1.09231
2023-12-19,1.09792
2023-12-20,1.09432
2023-12-21,1.10056
2023-12-22,1.10135
2023-12-24,1.10149
2023-12-25,1.10186
2023-12-26,1.10422
2023-12-27,1.11082
2023-12-28,1.10677
2023-12-29,1.10374
2024-01-01,1.10365
2024-01-02,1.09416
2024-01-03,1.09258
2024-01-04,1.09462
2024-01-05,1.09392
2024-01-07,1.09415
2024-01-08,1.09497
2024-01-09,1.09317
2024-01-10,1.0974
2024-01-11,1.09824
2024-01-12,1.09483
2024-01-14,1.09451
2024-01-15,1.09449
2024-01-16,1.08784
2024-01-17,1.0886
2024-01-18,1.08799
2024-01-19,1.0896
2024-01-21,1.0892
2024-01-22,1.08772
2024-01-23,1.08572
2024-01-24,1.0881
2024-01-25,1.08454
2024-01-26,1.08504
2024-01-28,1.08422
2024-01-29,1.08336
2024-01-30,1.08428
2024-01-31,1.08039
2024-02-01,1.08742
2024-02-02,1.07849
2024-02-04,1.07796
2024-02-05,1.0741
2024-02-06,1.07566
2024-02-07,1.07754
2024-02-08,1.07776
2024-02-09,1.07821
2024-02-11,1.07979
2024-02-12,1.07717
2024-02-13,1.07083
2024-02-14,1.07319
2024-02-15,1.07726
2024-02-16,1.07749
2024-02-18,1.0784
2024-02-19,1.07754
2024-02-20,1.08098
2024-02-21,1.08202
2024-02-22,1.08253
2024-02-23,1.08174
2024-02-25,1.0819
2024-02-26,1.08503
2024-02-27,1.0841
2024-02-28,1.08383
2024-02-29,1.08055
2024-03-01,1.08368
2024-03-03,1.08416
2024-03-04,1.08541
2024-03-05,1.08555
2024-03-06,1.08995
2024-03-07,1.09509
2024-03-08,1.09348
2024-03-10,1.09426
2024-03-11,1.09304
2024-03-12,1.09267
2024-03-13,1.0953
2024-03-14,1.08827
2024-03-15,1.08869
2024-03-17,1.08835
2024-03-18,1.08732
2024-03-19,1.08616
2024-03-20,1.09373
2024-03-21,1.08618
2024-03-22,1.08065
2024-03-24,1.08071
2024-03-25,1.0837
2024-03-26,1.08325
2024-03-27,1.08123
2024-03-28,1.07911
2024-03-29,1.07898
2024-03-31,1.0793
2024-04-01,1.07372
2024-04-02,1.07679
2024-04-03,1.0838
2024-04-04,1.08364
2024-04-05,1.08352
2024-04-07,1.08297
2024-04-08,1.0862
2024-04-09,1.08588
2024-04-10,1.0741
2024-04-11,1.0726
2024-04-12,1.06385
2024-04-14,1.0646
2024-04-15,1.06247
2024-04-16,1.0621
2024-04-17,1.06689
2024-04-18,1.06425
2024-04-19,1.06526
2024-04-21,1.06575
2024-04-22,1.06537
2024-04-23,1.07024
2024-04-24,1.06999
2024-04-25,1.07267
2024-04-26,1.06911
2024-04-28,1.07069
2024-04-29,1.07147
2024-04-30,1.06659
2024-05-01,1.0717
2024-05-02,1.07298
2024-05-03,1.07594
2024-05-05,1.07583
2024-05-06,1.07672
2024-05-07,1.07498
2024-05-08,1.07468
2024-05-09,1.07817
2024-05-10,1.07694
2024-05-12,1.07702
2024-05-13,1.0792
2024-05-14,1.08138
2024-05-15,1.08883
2024-05-16,1.08677
2024-05-17,1.08674
2024-05-19,1.08724
2024-05-20,1.08602
2024-05-21,1.0854
2024-05-22,1.0825
2024-05-23,1.08116
2024-05-24,1.0846
2024-05-26,1.08466
2024-05-27,1.08614
2024-05-28,1.08512
2024-05-29,1.08011
2024-05-30,1.08312
2024-05-31,1.0845
2024-06-02,1.08526
2024-06-03,1.09071
2024-06-04,1.08817
2024-06-05,1.08739
2024-06-06,1.08916
2024-06-07,1.08017
2024-06-09,1.07788
2024-06-10,1.07633
2024-06-11,1.07399
2024-06-12,1.08127
2024-06-13,1.07374
2024-06-14,1.07025
2024-06-16,1.07025
2024-06-17,1.07398
2024-06-18,1.07386
2024-06-19,1.0747
2024-06-20,1.07059
2024-06-21,1.06918
2024-06-23,1.06877
2024-06-24,1.07322
2024-06-25,1.07091
2024-06-26,1.06797
2024-06-27,1.07076
2024-06-28,1.07119
2024-06-30,1.07349
2024-07-01,1.07365
2024-07-02,1.0748
2024-07-03,1.0791
2024-07-04,1.08103
2024-07-05,1.0837
2024-07-07,1.08256
2024-07-08,1.08305
2024-07-09,1.08142
2024-07-10,1.08333
2024-07-11,1.0874
2024-07-12,1.09054
2024-07-14,1.08856
2024-07-15,1.08981
2024-07-16,1.0902
2024-07-17,1.09402
2024-07-18,1.09003
2024-07-19,1.08779
2024-07-21,1.08988
2024-07-22,1.08889
2024-07-23,1.08496
2024-07-24,1.08378
2024-07-25,1.08513
2024-07-26,1.08547
2024-07-28,1.08527
2024-07-29,1.0819
2024-07-30,1.08157
2024-07-31,1.08238
2024-08-01,1.07864
2024-08-02,1.09098
2024-08-04,1.09103
2024-08-05,1.09505
2024-08-06,1.09259
2024-08-07,1.09273
2024-08-08,1.09149
2024-08-09,1.09167
2024-08-11,1.09127
2024-08-12,1.09361
2024-08-13,1.09959
2024-08-14,1.10116
2024-08-15,1.09723
2024-08-16,1.10211
2024-08-18,1.10246
2024-08-19,1.10854
2024-08-20,1.11275
2024-08-21,1.11548
2024-08-22,1.1116
2024-08-23,1.1191
2024-08-25,1.11892
2024-08-26,1.11644
2024-08-27,1.11769
2024-08-28,1.11244
2024-08-29,1.108
2024-08-30,1.10456
2024-09-01,1.10446
2024-09-02,1.1067
2024-09-03,1.10485
2024-09-04,1.10801
2024-09-05,1.1111
2024-09-06,1.10825
2024-09-08,1.10867
2024-09-09,1.10352
2024-09-10,1.102
2024-09-11,1.10102
2024-09-12,1.10789
2024-09-13,1.10732
2024-09-15,1.10873
2024-09-16,1.11291
2024-09-17,1.1122
2024-09-18,1.11139
2024-09-19,1.11593
2024-09-20,1.11626
2024-09-22,1.11591
2024-09-23,1.11109
2024-09-24,1.11909
2024-09-25,1.11296
2024-09-26,1.11769
2024-09-27,1.11619
2024-09-29,1.11689
2024-09-30,1.11365
2024-10-01,1.10644
2024-10-02,1.10458
2024-10-03,1.10351
2024-10-04,1.09739
2024-10-06,1.09705
2024-10-07,1.09742
2024-10-08,1.09753
2024-10-09,1.09394
2024-10-10,1.09334
2024-10-11,1.09353
2024-10-13,1.0923
2024-10-14,1.0909
2024-10-15,1.08832
2024-10-16,1.08587
2024-10-17,1.08291
2024-10-18,1.08655
2024-10-20,1.08681
2024-10-21,1.08153
2024-10-22,1.07962
2024-10-23,1.07803
2024-10-24,1.08237
2024-10-25,1.07945
2024-10-27,1.0796
2024-10-28,1.08176
2024-10-29,1.08197
2024-10-30,1.08582
2024-10-31,1.08839
2024-11-01,1.08327
2024-11-03,1.08727
2024-11-04,1.08735
2024-11-05,1.09339
2024-11-06,1.07315
2024-11-07,1.07954
2024-11-08,1.07182
2024-11-10,1.07132
2024-11-11,1.06631
2024-11-12,1.06166
2024-11-13,1.05657
2024-11-14,1.05295
2024-11-15,1.05394
2024-11-17,1.05362
2024-11-18,1.05945
2024-11-19,1.0607
2024-11-20,1.05456
2024-11-21,1.0469
2024-11-22,1.04193
2024-11-24,1.04793
2024-11-25,1.04437
2024-11-26,1.04918
2024-11-27,1.05619
2024-11-28,1.056
2024-11-29,1.05748
2024-12-01,1.05439
2024-12-02,1.05008
2024-12-03,1.05099
2024-12-04,1.05123
2024-12-05,1.05865
2024-12-06,1.05673
2024-12-08,1.05656
2024-12-09,1.05541
2024-12-10,1.05311
2024-12-11,1.05061
2024-12-12,1.04736
2024-12-13,1.05017
2024-12-15,1.05096
2024-12-16,1.0517
2024-12-17,1.04944
2024-12-18,1.03506
2024-12-19,1.03643
2024-12-20,1.04254
2024-12-22,1.04336
2024-12-23,1.0404
2024-12-24,1.03952
2024-12-25,1.03991
2024-12-26,1.04216
2024-12-27,1.04225
2024-12-29,1.04292
2024-12-30,1.04056
2024-12-31,1.03526
2025-01-01,1.03507
2025-01-02,1.02678
2025-01-03,1.03066
2025-01-05,1.03051
2025-01-06,1.03831
2025-01-07,1.03415
2025-01-08,1.03132
2025-01-09,1.02964
2025-01-10,1.024
2025-01-12,1.02429
2025-01-13,1.02639
2025-01-14,1.03062
2025-01-15,1.0295
2025-01-16,1.03014
2025-01-17,1.0271
2025-01-19,1.02804
2025-01-20,1.04208
2025-01-21,1.04057
2025-01-22,1.04077
2025-01-23,1.04156
2025-01-24,1.04919
2025-01-26,1.04673
2025-01-27,1.04369
2025-01-28,1.04271
2025-01-29,1.04245
2025-01-30,1.03966
2025-01-31,1.03602
2025-02-02,1.02467
2025-02-03,1.03279
2025-02-04,1.03712
2025-02-05,1.03985
2025-02-06,1.0385
2025-02-07,1.0326
2025-02-09,1.03095
2025-02-10,1.03005
2025-02-11,1.0363
2025-02-12,1.0392
2025-02-13,1.04614
2025-02-14,1.04913
2025-02-16,1.04883
2025-02-17,1.04848
2025-02-18,1.04479
2025-02-19,1.04206
2025-02-20,1.05001
2025-02-21,1.0457
2025-02-23,1.04736
2025-02-24,1.04611
2025-02-25,1.05204
2025-02-26,1.04876
2025-02-27,1.03936
2025-02-28,1.03747
2025-03-02,1.04119
2025-03-03,1.04851
2025-03-04,1.0623
2025-03-05,1.07941
2025-03-06,1.07871
2025-03-07,1.08292
2025-03-09,1.086
2025-03-10,1.0839
2025-03-11,1.09136
2025-03-12,1.08852
2025-03-13,1.08548
2025-03-14,1.08765
2025-03-16,1.08792
2025-03-17,1.0918
2025-03-18,1.09385
2025-03-19,1.09115
2025-03-20,1.08532
2025-03-21,1.08121
2025-03-23,1.08358
2025-03-24,1.08022
2025-03-25,1.07888
2025-03-26,1.07409
2025-03-27,1.08006
2025-03-28,1.08237
2025-03-30,1.08234
2025-03-31,1.08173
2025-04-01,1.0794
2025-04-02,1.09041
2025-04-03,1.1045
2025-04-04,1.09573
2025-04-06,1.09832
2025-04-07,1.09146
2025-04-08,1.09773
2025-04-09,1.09507
2025-04-10,1.12576
2025-04-11,1.13554
2025-04-13,1.1342
2025-04-14,1.1336
2025-04-15,1.12932
2025-04-16,1.13953
2025-04-17,1.13715
2025-04-18,1.13901
2025-04-20,1.14488
2025-04-21,1.15137
2025-04-22,1.13504
2025-04-23,1.13292
2025-04-24,1.13725
2025-04-25,1.13628
2025-04-27,1.13448
2025-04-28,1.14075
2025-04-29,1.13902
2025-04-30,1.13219
2025-05-01,1.12955
2025-05-02,1.12946
2025-05-04,1.1321
2025-05-05,1.1312
2025-05-06,1.13397
2025-05-07,1.13027
2025-05-08,1.12267
2025-05-09,1.1246
2025-05-11,1.12276
2025-05-12,1.10953
2025-05-13,1.11856
2025-05-14,1.11812
2025-05-15,1.11918
2025-05-16,1.11612
2025-05-18,1.11884
2025-05-19,1.12321
2025-05-20,1.12881
2025-05-21,1.13318
2025-05-22,1.12819
2025-05-23,1.13592
2025-05-25,1.13744
2025-05-26,1.13883
2025-05-27,1.13366
2025-05-28,1.12296
2025-05-29,1.13765
2025-05-30,1.13453
2025-06-01,1.13526
2025-06-02,1.14531
2025-06-03,1.1384
2025-06-04,1.14205
2025-06-05,1.14533
2025-06-06,1.13935
2025-06-08,1.14061
2025-06-09,1.14261
2025-06-10,1.14372
2025-06-11,1.15099
2025-06-12,1.16084
2025-06-13,1.15457
2025-06-15,1.15376
2025-06-16,1.15534
2025-06-17,1.14816
2025-06-18,1.14758
2025-06-19,1.15113
2025-06-20,1.15189
2025-06-22,1.14995
2025-06-23,1.15979
2025-06-24,1.16121
2025-06-25,1.16831
2025-06-26,1.1693
2025-06-27,1.17162
2025-06-29,1.17263
2025-06-30,1.17863
2025-07-01,1.1805
2025-07-02,1.17985
2025-07-03,1.17688
2025-07-04,1.17719
2025-07-06,1.178
2025-07-07,1.17363
2025-07-08,1.17233
2025-07-09,1.17378
2025-07-10,1.17018
2025-07-11,1.16852
2025-07-13,1.16822
2025-07-14,1.1665
2025-07-15,1.1607
2025-07-16,1.16353
2025-07-17,1.1615
2025-07-18,1.16207
2025-07-20,1.16294
2025-07-21,1.16945
2025-07-22,1.17378
2025-07-23,1.17733
2025-07-24,1.17545
2025-07-25,1.17396
2025-07-27,1.17554
2025-07-28,1.15963
2025-07-29,1.15506
2025-07-30,1.14278
2025-07-31,1.14217
2025-08-01,1.1583
2025-08-03,1.15876
2025-08-04,1.15838
2025-08-05,1.15784
2025-08-06,1.1663
2025-08-07,1.16768
2025-08-08,1.16368
2025-08-10,1.16475
2025-08-11,1.1616
2025-08-12,1.16775
2025-08-13,1.1712
2025-08-14,1.16504
2025-08-15,1.17026
2025-08-17,1.17059
2025-08-18,1.16679
2025-08-19,1.16415
2025-08-20,1.16507
2025-08-21,1.16122
2025-08-22,1.17148
2025-08-24,1.17083
2025-08-25,1.16144
2025-08-26,1.16368
2025-08-27,1.16473
2025-08-28,1.16785
2025-08-29,1.16826
2025-08-31,1.169
2025-09-01,1.17147
2025-09-02,1.16327
2025-09-03,1.16608
2025-09-04,1.16567
2025-09-05,1.17141
2025-09-07,1.17121
2025-09-08,1.17684
2025-09-09,1.1702
2025-09-10,1.17024
2025-09-11,1.17329
2025-09-12,1.17301
2025-09-14,1.17253
2025-09-15,1.17628
2025-09-16,1.18709
2025-09-17,1.18251
2025-09-18,1.17889
2025-09-19,1.17405
2025-09-21,1.17365
2025-09-22,1.18004
2025-09-23,1.18153
2025-09-24,1.17423
2025-09-25,1.16616
2025-09-26,1.17005
2025-09-28,1.17048
2025-09-29,1.17305
2025-09-30,1.17344
2025-10-01,1.17327
2025-10-02,1.17244
2025-10-03,1.17382
2025-10-05,1.17116
2025-10-06,1.17092
2025-10-07,1.16526
2025-10-08,1.1629
2025-10-09,1.15652
2025-10-10,1.16149
2025-10-12,1.16015
2025-10-13,1.15658
2025-10-14,1.16032
2025-10-15,1.16456
2025-10-16,1.16988
2025-10-17,1.16509
2025-10-19,1.16578
2025-10-20,1.16439
2025-10-21,1.15993
2025-10-22,1.16071
2025-10-23,1.16171
2025-10-24,1.16266
2025-10-26,1.1631
2025-10-27,1.16508
2025-10-28,1.16568
2025-10-29,1.16028
2025-10-30,1.15714
2025-10-31,1.1537
2025-11-02,1.15274
2025-11-03,1.15184
2025-11-04,1.1485
2025-11-05,1.14957
2025-11-06,1.15485
2025-11-07,1.15656
2025-11-09,1.15433
2025-11-10,1.15565
2025-11-11,1.15867
2025-11-12,1.15915
2025-11-13,1.163
2025-11-14,1.16172
2025-11-16,1.16147
2025-11-17,1.15899
2025-11-18,1.158
2025-11-19,1.15392
2025-11-20,1.15334
2025-11-21,1.15155
2025-11-23,1.15073
2025-11-24,1.152
2025-11-25,1.15648
2025-11-26,1.16017
2025-11-27,1.15996
2025-11-28,1.15973
2025-11-30,1.1601
2025-12-01,1.16066
2025-12-02,1.1628
2025-12-03,1.16661
2025-12-04,1.16431
2025-12-05,1.16388
2025-12-07,1.16404
2025-12-08,1.16407
2025-12-09,1.16278
2025-12-10,1.17013
2025-12-11,1.17407
2025-12-12,1.17396
2025-12-14,1.17369
2025-12-15,1.17533
2025-12-16,1.17492
2025-12-17,1.17414
2025-12-18,1.17246
2025-12-19,1.17103
2025-12-21,1.17103
2025-12-22,1.17634
2025-12-23,1.17946
2025-12-24,1.17714
2025-12-25,1.17833
2025-12-26,1.1768
2025-12-28,1.17722
2025-12-29,1.17722
2025-12-30,1.17456
2025-12-31,1.17455
2026-01-01,1.17506
2026-01-02,1.17199
2026-01-04,1.1705
2026-01-05,1.17144
2026-01-06,1.16868
2026-01-07,1.16767
2026-01-08,1.16578
2026-01-09,1.16298
2026-01-11,1.16235
2026-01-12,1.16673
2026-01-13,1.1642
2026-01-14,1.16449
2026-01-15,1.16088
2026-01-16,1.1595
2026-01-18,1.16241
2026-01-19,1.16393
2026-01-20,1.1727
2026-01-21,1.16728
2026-01-22,1.17538
2026-01-23,1.1828
2026-01-25,1.18602
2026-01-26,1.18738
2026-01-27,1.20227
2026-01-28,1.19808
2026-01-29,1.19674
2026-01-30,1.1849
2026-02-01,1.18461
2026-02-02,1.17987
2026-02-03,1.18155
2026-02-04,1.18015
2026-02-05,1.17764
2026-02-06,1.18115
2026-02-08,1.18266
2026-02-09,1.19036
2026-02-10,1.18876
2026-02-11,1.18746
2026-02-12,1.18691
2026-02-13,1.18655
2026-02-15,1.18667
2026-02-16,1.18503
2026-02-17,1.18507
2026-02-18,1.17885
2026-02-19,1.17682
2026-02-20,1.17814
2026-02-22,1.18333
2026-02-23,1.17929
2026-02-24,1.17738
2026-02-25,1.1815
2026-02-26,1.18031
2026-02-27,1.18122
2026-03-01,1.1759
2026-03-02,1.16944
2026-03-03,1.16104
2026-03-04,1.16346
2026-03-05,1.16064
2026-03-06,1.1617
2026-03-08,1.15243
2026-03-09,1.16163
2026-03-10,1.16111
2026-03-11,1.15425
2026-03-12,1.15207
2026-03-13,1.14161
2026-03-15,1.14353
2026-03-16,1.14983
2026-03-17,1.15387
2026-03-18,1.14632
2026-03-19,1.15763
2026-03-20,1.15694
2026-03-22,1.15618
2026-03-23,1.16151
